PassengerId,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare,Cabin,Age,Embarked,Survived
1233,3,"Lundstrom, Mr. Thure Edvin",male,0,0,350403,7.5792,,32,S,nan
1234,3,"Sage, Mr. John George",male,1,9,CA. 2343,69.55,,,S,nan
1235,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,0,1,PC 17755,512.3292,B51 B53 B55,58,C,nan
1236,3,"van Billiard, Master. James William",male,1,1,A/5. 851,14.5,,,S,nan
1237,3,"Abelseth, Miss. Karen Marie",female,0,0,348125,7.65,,16,S,nan
1238,2,"Botsford, Mr. William Hull",male,0,0,237670,13,,26,S,nan
1239,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,0,0,2688,7.2292,,38,C,nan
1240,2,"Giles, Mr. Ralph",male,0,0,248726,13.5,,24,S,nan
1241,2,"Walcroft, Miss. Nellie",female,0,0,F.C.C. 13528,21,,31,S,nan
1242,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,0,1,PC 17759,63.3583,D10 D12,45,C,nan
1243,2,"Stokes, Mr. Philip Joseph",male,0,0,F.C.C. 13540,10.5,,25,S,nan
1244,2,"Dibden, Mr. William",male,0,0,S.O.C. 14879,73.5,,18,S,nan
1245,2,"Herman, Mr. Samuel",male,1,2,220845,65,,49,S,nan
1246,3,"Dean, Miss. Elizabeth Gladys Millvina""""",female,1,2,C.A. 2315,20.575,,0.17,S,nan
1247,1,"Julian, Mr. Henry Forbes",male,0,0,113044,26,E60,50,S,nan
1248,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female,2,0,11769,51.4792,C101,59,S,nan
1249,3,"Lockyer, Mr. Edward",male,0,0,1222,7.8792,,,S,nan
1250,3,"O'Keefe, Mr. Patrick",male,0,0,368402,7.75,,,Q,nan
1251,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,1,0,349910,15.55,,30,S,nan
1252,3,"Sage, Master. William Henry",male,8,2,CA. 2343,69.55,,14.5,S,nan
1253,2,"Mallet, Mrs. Albert (Antoinette Magnin)",female,1,1,S.C./PARIS 2079,37.0042,,24,C,nan
1254,2,"Ware, Mrs. John James (Florence Louise Long)",female,0,0,CA 31352,21,,31,S,nan
1255,3,"Strilic, Mr. Ivan",male,0,0,315083,8.6625,,27,S,nan
1256,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,1,0,11765,55.4417,E50,25,C,nan
1257,3,"Sage, Mrs. John (Annie Bullen)",female,1,9,CA. 2343,69.55,,,S,nan
1258,3,"Caram, Mr. Joseph",male,1,0,2689,14.4583,,,C,nan
1259,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female,0,0,3101295,39.6875,,22,S,nan
1260,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,0,1,112378,59.4,,45,C,nan
1261,2,"Pallas y Castello, Mr. Emilio",male,0,0,SC/PARIS 2147,13.8583,,29,C,nan
1262,2,"Giles, Mr. Edgar",male,1,0,28133,11.5,,21,S,nan
1263,1,"Wilson, Miss. Helen Alice",female,0,0,16966,134.5,E39 E41,31,C,nan
1264,1,"Ismay, Mr. Joseph Bruce",male,0,0,112058,0,B52 B54 B56,49,S,nan
1265,2,"Harbeck, Mr. William H",male,0,0,248746,13,,44,S,nan
1266,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,1,1,33638,81.8583,A34,54,S,nan
1267,1,"Bowen, Miss. Grace Scott",female,0,0,PC 17608,262.375,,45,C,nan
1268,3,"Kink, Miss. Maria",female,2,0,315152,8.6625,,22,S,nan
1269,2,"Cotterill, Mr. Henry Harry""""",male,0,0,29107,11.5,,21,S,nan
1270,1,"Hipkins, Mr. William Edward",male,0,0,680,50,C39,55,S,nan
1271,3,"Asplund, Master. Carl Edgar",male,4,2,347077,31.3875,,5,S,nan
1272,3,"O'Connor, Mr. Patrick",male,0,0,366713,7.75,,,Q,nan
1273,3,"Foley, Mr. Joseph",male,0,0,330910,7.8792,,26,Q,nan
1274,3,"Risien, Mrs. Samuel (Emma)",female,0,0,364498,14.5,,,S,nan
1275,3,"McNamee, Mrs. Neal (Eileen O'Leary)",female,1,0,376566,16.1,,19,S,nan
1276,2,"Wheeler, Mr. Edwin Frederick""""",male,0,0,SC/PARIS 2159,12.875,,,S,nan
1277,2,"Herman, Miss. Kate",female,1,2,220845,65,,24,S,nan
1278,3,"Aronsson, Mr. Ernst Axel Algot",male,0,0,349911,7.775,,24,S,nan
1279,2,"Ashby, Mr. John",male,0,0,244346,13,,57,S,nan
1280,3,"Canavan, Mr. Patrick",male,0,0,364858,7.75,,21,Q,nan
1281,3,"Palsson, Master. Paul Folke",male,3,1,349909,21.075,,6,S,nan
1282,1,"Payne, Mr. Vivian Ponsonby",male,0,0,12749,93.5,B24,23,S,nan
1283,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,0,1,PC 17592,39.4,D28,51,S,nan
1284,3,"Abbott, Master. Eugene Joseph",male,0,2,C.A. 2673,20.25,,13,S,nan
1285,2,"Gilbert, Mr. William",male,0,0,C.A. 30769,10.5,,47,S,nan
1286,3,"Kink-Heilmann, Mr. Anton",male,3,1,315153,22.025,,29,S,nan
1287,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,1,0,13695,60,C31,18,S,nan
1288,3,"Colbert, Mr. Patrick",male,0,0,371109,7.25,,24,Q,nan
1289,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,1,1,13567,79.2,B41,48,C,nan
1290,3,"Larsson-Rondberg, Mr. Edvard A",male,0,0,347065,7.775,,22,S,nan
1291,3,"Conlon, Mr. Thomas Henry",male,0,0,21332,7.7333,,31,Q,nan
1292,1,"Bonnell, Miss. Caroline",female,0,0,36928,164.8667,C7,30,S,nan
1293,2,"Gale, Mr. Harry",male,1,0,28664,21,,38,S,nan
1294,1,"Gibson, Miss. Dorothy Winifred",female,0,1,112378,59.4,,22,C,nan
1295,1,"Carrau, Mr. Jose Pedro",male,0,0,113059,47.1,,17,S,nan
1296,1,"Frauenthal, Mr. Isaac Gerald",male,1,0,17765,27.7208,D40,43,C,nan
1297,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",male,0,0,SC/PARIS 2166,13.8625,D38,20,C,nan
1298,2,"Ware, Mr. William Jeffery",male,1,0,28666,10.5,,23,S,nan
1299,1,"Widener, Mr. George Dunton",male,1,1,113503,211.5,C80,50,C,nan
1300,3,"Riordan, Miss. Johanna Hannah""""",female,0,0,334915,7.7208,,,Q,nan
1301,3,"Peacock, Miss. Treasteall",female,1,1,SOTON/O.Q. 3101315,13.775,,3,S,nan
1302,3,"Naughton, Miss. Hannah",female,0,0,365237,7.75,,,Q,nan
1303,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,1,0,19928,90,C78,37,Q,nan
1304,3,"Henriksson, Miss. Jenny Lovisa",female,0,0,347086,7.775,,28,S,nan
1305,3,"Spector, Mr. Woolf",male,0,0,A.5. 3236,8.05,,,S,nan
1306,1,"Oliva y Ocana, Dona. Fermina",female,0,0,PC 17758,108.9,C105,39,C,nan
1307,3,"Saether, Mr. Simon Sivertsen",male,0,0,SOTON/O.Q. 3101262,7.25,,38.5,S,nan
1308,3,"Ware, Mr. Frederick",male,0,0,359309,8.05,,,S,nan
1309,3,"Peter, Master. Michael J",male,1,1,2668,22.3583,,,C,nan
